"DateTime","Players","Final","Label"
2022-02-24,4.04325318203591,-3.35089218182048,0
2022-02-25,5.76864832490344,-3.35089218182048,0
2022-02-25,5.76864832490344,0.807059458104816,0
2022-02-26,6.58171822125752,0.807059458104816,1
2022-02-27,6.83479624241776,0.807059458104816,0
2022-02-28,6.22526497517486,0.807059458104816,0
2022-03-01,6.29974222140202,0.807059458104816,0
2022-03-02,6.26212524244285,0.807059458104816,1
2022-03-03,6.24021423502944,0.807059458104816,0
2022-03-04,6.55462794271339,0.807059458104816,1
2022-03-05,7.35430404213365,0.807059458104816,0
2022-03-06,7.27664860680355,0.807059458104816,0
2022-03-07,6.07312388570993,0.807059458104816,0
2022-03-08,5.89024348576787,0.807059458104816,0
2022-03-09,5.54404788705449,0.807059458104816,0
2022-03-10,5.25484108659441,0.807059458104816,0
2022-03-11,5.47960968259695,0.807059458104816,0
2022-03-12,6.2768390808824,0.807059458104816,0
2022-03-13,6.06684317867317,0.807059458104816,0
2022-03-14,4.68272500852637,0.807059458104816,0
2022-03-15,4.47393143711534,0.807059458104816,0
2022-03-16,4.29503638541347,0.807059458104816,0
2022-03-17,4.27581590845758,0.807059458104816,1
2022-03-18,4.47994309110635,0.807059458104816,1
2022-03-19,5.32724157962467,0.807059458104816,0
2022-03-20,5.17682411123408,0.807059458104816,0
2022-03-21,3.79317678391735,0.807059458104816,0
2022-03-22,3.60176235768034,0.807059458104816,0
2022-03-23,3.24372842495389,0.807059458104816,1
2022-03-24,3.27378669490897,0.807059458104816,0
2022-03-25,3.37421915214349,0.807059458104816,0
2022-03-26,4.07490895445014,0.807059458104816,0
2022-03-27,3.9343119222295,0.807059458104816,0
2022-03-28,2.82681391474621,0.807059458104816,0
2022-03-29,2.69681084620204,0.807059458104816,0
2022-03-30,2.52341456612272,0.807059458104816,0
2022-03-31,2.43628341883755,0.807059458104816,0
2022-04-01,2.49620657687108,0.807059458104816,0
2022-04-02,3.16445026344161,0.807059458104816,0
2022-04-03,3.18193030350779,0.807059458104816,0
2022-04-04,2.1909743043734,0.807059458104816,1
2022-04-05,2.0114318437802,0.807059458104816,0
2022-04-06,1.86177949498847,0.807059458104816,0
2022-04-07,1.75674791225313,0.807059458104816,0
2022-04-08,1.90487002184715,0.807059458104816,0
2022-04-09,2.4302465411235,0.807059458104816,0
2022-04-10,2.27959365131788,0.807059458104816,0
2022-04-11,1.5074870811795,0.807059458104816,0
2022-04-12,1.40495264702505,0.807059458104816,0
2022-04-13,1.3128356104858,0.807059458104816,0
2022-04-14,1.31011985630524,0.807059458104816,0
2022-04-15,1.60737302441484,0.807059458104816,0
2022-04-16,1.71001676136913,0.807059458104816,0
2022-04-17,1.58000528491728,0.807059458104816,0
2022-04-18,1.3544631614082,0.807059458104816,0
2022-04-19,1.00483713636149,0.807059458104816,1
2022-04-20,1.03914139969484,0.807059458104816,0
2022-04-21,0.989442257399882,0.807059458104816,0
2022-04-22,1.06555063771691,0.807059458104816,0
2022-04-23,1.34432322474643,0.807059458104816,0
2022-04-24,1.33480547325296,0.807059458104816,0
2022-04-25,0.786710787425944,0.807059458104816,0
2022-04-26,0.698915415434079,0.807059458104816,0
2022-04-27,0.615038128420973,0.807059458104816,1
2022-04-28,0.58061615438011,0.807059458104816,0
2022-04-29,0.649737563415268,0.807059458104816,0
2022-04-30,0.939028442952149,0.807059458104816,0
2022-05-01,0.964647337652323,0.807059458104816,0
2022-05-02,0.585467517111321,0.807059458104816,0
2022-05-03,0.508493122303283,0.807059458104816,0
2022-05-04,0.398408387052422,0.807059458104816,0
2022-05-05,0.371015423831823,0.807059458104816,0
2022-05-06,0.401779958031998,0.807059458104816,0
2022-05-07,0.673010651872794,0.807059458104816,0
2022-05-08,0.618048159370321,0.807059458104816,0
2022-05-09,0.271104256873449,0.807059458104816,0
2022-05-10,0.243921491344843,0.807059458104816,0
2022-05-11,0.198796250827668,0.807059458104816,0
2022-05-12,0.173253027296612,0.807059458104816,0
2022-05-13,0.237615560585037,0.807059458104816,0
2022-05-14,0.41606499317988,0.807059458104816,0
2022-05-15,0.408682850237067,0.807059458104816,0
2022-05-16,0.117575862641361,0.807059458104816,0
2022-05-17,0.0845159696446159,0.807059458104816,0
2022-05-18,0.0628908310923196,0.807059458104816,0
2022-05-19,0.0371458177769498,0.807059458104816,0
2022-05-20,0.0887283313921666,0.807059458104816,0
2022-05-21,0.250160158843212,0.807059458104816,0
2022-05-22,0.232814645299904,0.807059458104816,0
2022-05-23,0.0251393256102783,0.807059458104816,0
2022-05-24,-0.026426372189579,0.807059458104816,0
2022-05-25,-0.0400639984461205,0.807059458104816,0
2022-05-26,0.0156552057475294,0.807059458104816,0
